datasheet_id,line,line_in_wargear,dice,name,description,range,type,A,BS_WS,S,AP,D
19,1,0,,Big shoota,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>",36,Ranged,3,5,5,0,1
19,2,0,,Burna,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,4,0,1
19,3,0,,Kustom mega-blasta,"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>",24,Ranged,3,5,9,-2,D6
19,4,0,,Rokkit launcha,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",24,Ranged,D3,5,9,-2,3
19,5,0,,Close combat weapon,,Melee,Melee,3,3,4,0,1
19,6,0,,Cuttinâ€™ flames,,Melee,Melee,2,4,4,-2,1
20,1,0,,Pair of rokkit pistols,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",12,Ranged,1,5,7,-1,D3
20,2,0,,Rokkit launcha,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",24,Ranged,D3,5,9,-2,3
20,3,0,,Close combat weapon,,Melee,Melee,2,3,4,0,1
20,4,0,,Tankhammer,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-vehicle 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>",Melee,Melee,2,3,7,-1,D3
21,1,0,,Kombi-weapon,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>",24,Ranged,1,5,4,0,1
21,2,0,,Slugga,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,5,4,0,1
21,3,0,,Big choppa,,Melee,Melee,3,3,7,-1,2
21,4,0,,Close combat weapon,,Melee,Melee,3,3,5,0,1
21,5,0,,Power klaw,,Melee,Melee,3,4,9,-2,2
22,1,0,,Kustom shoota,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>",18,Ranged,4,5,4,0,1
22,2,0,,Waaagh! banner,,Melee,Melee,3,3,8,-2,2
23,1,0,,Slugga,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,5,4,0,1
23,2,0,,Twin dakkagun,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",18,Ranged,3,5,5,0,1
23,3,0,,Big choppa,,Melee,Melee,3,3,7,-1,2
23,4,0,,Choppa,,Melee,Melee,3,3,5,-1,1
23,5,0,,Close combat weapon,,Melee,Melee,3,3,5,0,1
23,6,0,,Killsaw,,Melee,Melee,2,4,12,-3,2
23,7,0,,Power klaw,,Melee,Melee,3,4,9,-2,2
23,8,0,,Power stabba,"<a href=""/wh40k10ed/the-rules/core-rules/#Lance"">lance</a>",Melee,Melee,3,4,8,-1,2
24,1,0,,Kombi-weapon,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>",24,Ranged,1,5,4,0,1
24,2,0,,Kustom shoota,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>",18,Ranged,4,5,4,0,1
24,3,0,,Killsaw,,Melee,Melee,2,4,12,-3,2
24,4,0,,Power klaw,,Melee,Melee,3,4,9,-2,2
24,5,0,,Twin killsaw,"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",Melee,Melee,2,4,12,-3,2
25,1,0,,Burna,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,4,0,1
25,2,0,,Speshul Kommando shoota,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>",18,Ranged,4,5,4,0,1
25,3,0,,Rokkit launcha,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",24,Ranged,D3,5,9,-2,3
25,4,0,,Slugga,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,5,4,0,1
25,5,0,,Big choppa,,Melee,Melee,4,3,7,-1,2
25,6,0,,Breacha ram,,Melee,Melee,2,4,9,-2,2
25,7,0,,Choppa,,Melee,Melee,3,3,4,-1,1
25,8,0,,Close combat weapon,,Melee,Melee,2,3,4,0,1
25,9,0,,Power klaw,,Melee,Melee,3,4,9,-2,2
26,1,0,,Big shoota,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>",36,Ranged,3,5,5,0,1
26,2,0,,Spiked wheels,,Melee,Melee,3,4,6,0,1
26,3,0,,Wreckinâ€™ ball,"<a href=""/wh40k10ed/the-rules/core-rules/#Extra-Attacks"">extra attacks</a>",Melee,Melee,1,4,10,0,D6
27,1,0,,Slugga,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,5,4,0,1
27,2,0,,Choppa,,Melee,Melee,3,3,4,-1,1
27,3,0,,Power klaw,,Melee,Melee,3,4,9,-2,2
28,1,0,,Kopta rokkits,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",24,Ranged,D3,5,9,-2,3
28,2,0,,Kustom mega-blasta,"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>",24,Ranged,3,5,9,-2,D6
28,3,0,,Slugga,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,5,4,0,1
28,4,0,,Spinninâ€™ blades,,Melee,Melee,6,3,5,0,1
29,1,0,,Twin supa-shoota,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",36,Ranged,4,5,6,-1,1
29,2,0,,Armoured hull,,Melee,Melee,3,4,6,0,1
30,1,0,,Twin big shoota,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",36,Ranged,3,5,5,0,1
30,2,0,,Twin supa-shoota,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",36,Ranged,4,5,6,-1,1
30,3,0,,Skorcha missile rack,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>",36,Ranged,2D6,5,5,-1,1
30,4,0,,Armoured hull,,Melee,Melee,3,4,6,0,1
31,1,0,,Big shoota,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>",36,Ranged,3,5,5,0,1
31,2,0,,Twin supa-shoota,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",36,Ranged,4,5,6,-1,1
31,3,0,,Armoured hull,,Melee,Melee,3,4,6,0,1
32,1,0,,Smasha gun,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",48,Ranged,D3,4,9,-3,4
32,2,0,,Twin wazbom mega-kannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",36,Ranged,D3,4,12,-2,D6
32,3,0,,Twin supa-shoota,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",36,Ranged,4,4,6,-1,1
32,4,0,,Twin tellyport mega-blasta,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",24,Ranged,3,5,9,-1,D6+1
32,5,0,,Armoured hull,,Melee,Melee,3,4,6,0,1
33,1,0,,Slugga,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,5,4,0,1
33,2,0,,Twin dakkagun,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",18,Ranged,3,5,5,0,1
33,3,0,,Big choppa,,Melee,Melee,3,3,7,-1,2
33,4,0,,Choppa,,Melee,Melee,3,3,4,-1,1
33,5,0,,Close combat weapon,,Melee,Melee,2,3,4,0,1
33,6,0,,Power klaw,,Melee,Melee,3,4,9,-2,2
34,1,0,,Rack of rokkits,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",24,Ranged,D3+1,5,9,-2,3
34,2,0,,Twin big shoota,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",36,Ranged,3,5,5,0,1
34,3,0,,Spiked wheel,,Melee,Melee,2,4,6,0,1
35,1,0,,Skorcha,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,5,-1,1
35,2,0,,Spiked wheel,,Melee,Melee,2,4,6,0,1
36,1,0,,Rack of rokkits,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",24,Ranged,D3+1,5,9,-2,3
36,2,0,,Twin big shoota,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",36,Ranged,3,5,5,0,1
36,3,0,,Spiked wheels,,Melee,Melee,3,4,6,0,1
37,1,0,,Kannon â€“ frag,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",36,Ranged,D6,6,5,0,1
37,2,0,,Kannon â€“ shell,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",36,Ranged,1,6,9,-2,D6
37,3,0,,Lobba,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Indirect-Fire"">indirect fire</a>",48,Ranged,D6,6,5,0,1
37,4,0,,Zzap gun,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",36,Ranged,1,6,2D6,-3,3
37,5,0,,Close combat weapons,,Melee,Melee,2,3,4,0,1
38,1,0,2-Jan,Bubblechukka â€“ big bubble,"bubblechukka, <a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",48,Ranged,2D6,4,6,-1,1
38,2,0,4-Mar,Bubblechukka â€“ wobbly bubble,"bubblechukka, <a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",48,Ranged,D6,4,9,-2,3
38,3,0,6-May,Bubblechukka â€“ dense bubble,"bubblechukka, <a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",48,Ranged,D3,4,12,-3,D6+3
38,4,0,,Kustom mega-kannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">BLAST</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">HAZARDOUS</a>",36,Ranged,D6,4,12,-1,D6
38,5,0,,Smasha gun,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">BLAST</a>",48,Ranged,D3+1,4,9,-3,3
38,6,0,,Traktor kannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">ANTI-FLY 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">DEVASTATING WOUNDS</a>",48,Ranged,1,4,10,-2,D6+1
38,7,0,,Grot crew,,Melee,Melee,6,5,2,0,1
39,1,0,,Big shoota,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>",36,Ranged,3,5,5,0,1
39,2,0,,Kannon â€“ frag,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",36,Ranged,D6+3,5,6,0,1
39,3,0,,Kannon â€“ shell,,36,Ranged,1,5,10,-2,D6
39,4,0,,Killkannon,,24,Ranged,D6+1,5,9,-2,2
39,5,0,,Lobba,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Indirect-Fire"">indirect fire</a>",48,Ranged,D6,5,5,0,1
39,6,0,,Zzap gun,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-vehicle 4+</a>",36,Ranged,1,5,D6+6,-3,5
39,7,0,,Deff rolla,,Melee,Melee,6,3,9,-1,2
39,8,0,,Grabbinâ€™ klaw,"<a href=""/wh40k10ed/the-rules/core-rules/#Extra-Attacks"">extra attacks</a>",Melee,Melee,2,3,8,-2,2
39,9,0,,Tracks and wheels,,Melee,Melee,6,4,8,0,1
39,10,0,,Wreckinâ€™ ball,"<a href=""/wh40k10ed/the-rules/core-rules/#Extra-Attacks"">extra attacks</a>",Melee,Melee,1,4,10,0,D6
40,1,0,,Big shoota,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>",36,Ranged,3,5,5,0,1
40,2,0,,Kustom mega-blasta,"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>",24,Ranged,3,5,9,-2,D6
40,3,0,,Rokkit launcha,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",24,Ranged,D3,5,9,-2,3
40,4,0,,Skorcha,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,5,-1,1
40,5,0,,Dread klaw,dead choppy,Melee,Melee,4,3,12,-2,3
40,6,0,,Stompy feet,,Melee,Melee,4,3,5,0,1
41,1,0,,Kan shoota,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>",36,Ranged,3,4,5,0,1
41,2,0,,Grotzooka,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>",18,Ranged,D3+3,4,6,-1,1
41,3,0,,Rokkit launcha,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",24,Ranged,D3,4,9,-2,3
41,4,0,,Skorcha,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,5,-1,1
41,5,0,,Kan klaw,,Melee,Melee,3,4,8,-2,3
42,1,0,,Kustom mega-blasta,"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>",24,Ranged,3,5,9,-2,D6
42,2,0,,Kustom mega-zappa,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>",36,Ranged,D6+3,5,10,-2,D6
42,3,0,,Rokkit launcha,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",24,Ranged,D3,5,9,-2,3
